ID;Domain;Solution;Solution Abb;UC;Catégory;Item;Cash Out Type;Cash In Type;Cash Out;Cash In;ASU Min;ASU MAX;Deploy Price MIN;Deploy Price MAX;Paas;Mark Up
234;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 701 - 800 - PaaS;Opex;Recurring;110 424;146 864;701;800;NA#;NA#;110424;33%
235;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 801 - 900 - PaaS;Opex;Recurring;122 622;163 087;801;900;NA#;NA#;122622;33%
236;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 901 - 1000 - PaaS;Opex;Recurring;127 330;169 349;901;1000;NA#;NA#;127330;33%
237;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1001 - 1100 - PaaS;Opex;Recurring;139 528;185 572;1001;1100;NA#;NA#;139528;33%
238;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1101 - 1200 - PaaS;Opex;Recurring;154 936;206 065;1101;1200;NA#;NA#;154936;33%
239;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1201 - 1300 - PaaS;Opex;Recurring;167 134;222 288;1201;1300;NA#;NA#;167134;33%
240;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1301 - 1400 - PaaS;Opex;Recurring;171 842;228 550;1301;1400;NA#;NA#;171842;33%
241;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1401 - 1500 - PaaS;Opex;Recurring;184 040;244 773;1401;1500;NA#;NA#;184040;33%
242;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1501 - 1600 - PaaS;Opex;Recurring;188 748;251 035;1501;1600;NA#;NA#;188748;33%
243;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1601 - 1700 - PaaS;Opex;Recurring;200 946;267 258;1601;1700;NA#;NA#;200946;33%
244;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1701 - 1800 - PaaS;Opex;Recurring;205 654;273 520;1701;1800;NA#;NA#;205654;33%
245;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1801 - 1900 - PaaS;Opex;Recurring;217 852;289 743;1801;1900;NA#;NA#;217852;33%
246;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1901 - 2000 - PaaS;Opex;Recurring;222 560;296 005;1901;2000;NA#;NA#;222560;33%
247;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1 - 50 - Deployment & set-up;Deployment & set-up;Deployment & set-up;72 900;96 957;1;50;55890;89910;NA#;33%
248;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 51 - 100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;136 825;181 977;51;100;119815;153835;NA#;33%
249;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 101 - 150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;179 350;238 535;101;150;162340;196360;NA#;33%
250;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 151 - 200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;221 875;295 094;151;200;204865;238885;NA#;33%
251;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 201 - 250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;264 400;351 652;201;250;247390;281410;NA#;33%
252;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 251 - 300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;306 925;408 210;251;300;289915;323935;NA#;33%
253;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 301 - 350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;349 450;464 768;301;350;332440;366460;NA#;33%
254;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 351 - 400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;391 975;521 327;351;400;374965;408985;NA#;33%
255;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 401 - 450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;477 300;634 809;401;450;460290;494310;NA#;33%
256;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 451 - 500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;519 825;691 367;451;500;502815;536835;NA#;33%
257;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 501 - 550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;562 350;747 926;501;550;545340;579360;NA#;33%
258;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 551 - 600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;604 875;804 484;551;600;587865;621885;NA#;33%
259;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 601 - 650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;647 400;861 042;601;650;630390;664410;NA#;33%
260;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 651 - 700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;689 925;917 600;651;700;672915;706935;NA#;33%
261;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 701 - 750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;732 450;974 159;701;750;715440;749460;NA#;33%
262;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 751 - 800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;774 975;1 030 717;751;800;757965;791985;NA#;33%
263;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 801 - 850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;817 500;1 087 275;801;850;800490;834510;NA#;33%
264;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 851 - 900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;860 025;1 143 833;851;900;843015;877035;NA#;33%
265;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 901 - 950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;902 550;1 200 392;901;950;885540;919560;NA#;33%
266;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 951 - 1000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;945 075;1 256 950;951;1000;928065;962085;NA#;33%
267;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1001 - 1050 - Deployment & set-up;Deployment & set-up;Deployment & set-up;987 600;1 313 508;1001;1050;970590;1004610;NA#;33%
268;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1051 - 1100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 030 125;1 370 066;1051;1100;1013115;1047135;NA#;33%
269;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1101 - 1150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 115 450;1 483 549;1101;1150;1098440;1132460;NA#;33%
270;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1151 - 1200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 157 975;1 540 107;1151;1200;1140965;1174985;NA#;33%
271;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1201 - 1250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 200 500;1 596 665;1201;1250;1183490;1217510;NA#;33%
272;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1251 - 1300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 243 025;1 653 223;1251;1300;1226015;1260035;NA#;33%
273;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1301 - 1350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 285 550;1 709 782;1301;1350;1268540;1302560;NA#;33%
274;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1351 - 1400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 328 075;1 766 340;1351;1400;1311065;1345085;NA#;33%
275;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1401 - 1450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 370 600;1 822 898;1401;1450;1353590;1387610;NA#;33%
276;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1451 - 1500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 413 125;1 879 456;1451;1500;1396115;1430135;NA#;33%
277;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1501 - 1550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 455 650;1 936 015;1501;1550;1438640;1472660;NA#;33%
278;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1551 - 1600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 498 175;1 992 573;1551;1600;1481165;1515185;NA#;33%
279;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1601 - 1650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 540 700;2 049 131;1601;1650;1523690;1557710;NA#;33%
280;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1651 - 1700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 583 225;2 105 689;1651;1700;1566215;1600235;NA#;33%
281;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1701 - 1750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 625 750;2 162 248;1701;1750;1608740;1642760;NA#;33%
282;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1751 - 1800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 668 275;2 218 806;1751;1800;1651265;1685285;NA#;33%
283;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1801 - 1850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 710 800;2 275 364;1801;1850;1693790;1727810;NA#;33%
284;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1851 - 1900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 753 325;2 331 922;1851;1900;1736315;1770335;NA#;33%
285;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1901 - 1950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 795 850;2 388 481;1901;1950;1778840;1812860;NA#;33%
286;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1951 - 2000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 838 375;2 445 039;1951;2000;1821365;1855385;NA#;33%
287;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1 - 50 - PaaS;Opex;Recurring;12 198;16 223;1;50;NA#;NA#;12198;33%
288;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 51 - 100 - PaaS;Opex;Recurring;29 746;39 562;51;100;NA#;NA#;29745,99998;33%
289;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 101 - 150 - PaaS;Opex;Recurring;41 944;55 786;101;150;NA#;NA#;41943,99998;33%
290;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 151 - 200 - PaaS;Opex;Recurring;46 652;62 047;151;200;NA#;NA#;46652,00003;33%
291;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 201 - 250 - PaaS;Opex;Recurring;58 850;78 271;201;250;NA#;NA#;58850,00003;33%
292;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 251 - 300 - PaaS;Opex;Recurring;63 558;84 532;251;300;NA#;NA#;63558;33%
293;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 301 - 350 - PaaS;Opex;Recurring;75 756;100 755;301;350;NA#;NA#;75756;33%
294;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 351 - 400 - PaaS;Opex;Recurring;80 464;107 017;351;400;NA#;NA#;80463,99998;33%
295;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 401 - 450 - PaaS;Opex;Recurring;122 622;163 087;401;450;NA#;NA#;122622;33%
296;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 451 - 500 - PaaS;Opex;Recurring;127 330;169 349;451;500;NA#;NA#;127330;33%
297;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 501 - 550 - PaaS;Opex;Recurring;139 528;185 572;501;550;NA#;NA#;139528;33%
298;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 551 - 600 - PaaS;Opex;Recurring;144 236;191 834;551;600;NA#;NA#;144236;33%
299;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 601 - 650 - PaaS;Opex;Recurring;156 434;208 057;601;650;NA#;NA#;156434;33%
300;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 651 - 700 - PaaS;Opex;Recurring;161 142;214 319;651;700;NA#;NA#;161142;33%
301;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 701 - 750 - PaaS;Opex;Recurring;173 340;230 542;701;750;NA#;NA#;173340;33%
302;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 751 - 800 - PaaS;Opex;Recurring;178 048;236 804;751;800;NA#;NA#;178048;33%
303;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 801 - 850 - PaaS;Opex;Recurring;190 246;253 027;801;850;NA#;NA#;190246;33%
304;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 851 - 900 - PaaS;Opex;Recurring;194 954;259 289;851;900;NA#;NA#;194954;33%
305;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 901 - 950 - PaaS;Opex;Recurring;207 152;275 512;901;950;NA#;NA#;207152;33%
306;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 951 - 1000 - PaaS;Opex;Recurring;211 860;281 774;951;1000;NA#;NA#;211860;33%
307;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1001 - 1050 - PaaS;Opex;Recurring;224 058;297 997;1001;1050;NA#;NA#;224058;33%
308;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1051 - 1100 - PaaS;Opex;Recurring;228 766;304 259;1051;1100;NA#;NA#;228766;33%
309;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1101 - 1150 - PaaS;Opex;Recurring;251 664;334 713;1101;1150;NA#;NA#;251664;33%
310;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1151 - 1200 - PaaS;Opex;Recurring;256 372;340 975;1151;1200;NA#;NA#;256372;33%
311;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1201 - 1250 - PaaS;Opex;Recurring;268 570;357 198;1201;1250;NA#;NA#;268570;33%
312;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1251 - 1300 - PaaS;Opex;Recurring;273 278;363 460;1251;1300;NA#;NA#;273278;33%
313;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1301 - 1350 - PaaS;Opex;Recurring;285 476;379 683;1301;1350;NA#;NA#;285476;33%
314;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1351 - 1400 - PaaS;Opex;Recurring;290 184;385 945;1351;1400;NA#;NA#;290184;33%
315;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1401 - 1450 - PaaS;Opex;Recurring;302 382;402 168;1401;1450;NA#;NA#;302382;33%
316;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1451 - 1500 - PaaS;Opex;Recurring;307 090;408 430;1451;1500;NA#;NA#;307090;33%
317;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1501 - 1550 - PaaS;Opex;Recurring;319 288;424 653;1501;1550;NA#;NA#;319288;33%
318;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1551 - 1600 - PaaS;Opex;Recurring;323 996;430 915;1551;1600;NA#;NA#;323996;33%
319;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1601 - 1650 - PaaS;Opex;Recurring;336 194;447 138;1601;1650;NA#;NA#;336194;33%
320;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1651 - 1700 - PaaS;Opex;Recurring;340 902;453 400;1651;1700;NA#;NA#;340902;33%
321;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1701 - 1750 - PaaS;Opex;Recurring;353 100;469 623;1701;1750;NA#;NA#;353100;33%
322;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1751 - 1800 - PaaS;Opex;Recurring;357 808;475 885;1751;1800;NA#;NA#;357808;33%
323;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1801 - 1850 - PaaS;Opex;Recurring;370 006;492 108;1801;1850;NA#;NA#;370006;33%
324;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1851 - 1900 - PaaS;Opex;Recurring;374 714;498 370;1851;1900;NA#;NA#;374714;33%
325;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1901 - 1950 - PaaS;Opex;Recurring;386 912;514 593;1901;1950;NA#;NA#;386912;33%
326;NTT Accelerate Smart Solutions;Traffic – Origination and Destination;O;ALL;NTT Accelerate SMART;O - ASU Range 1951 - 2000 - PaaS;Opex;Recurring;391 620;520 855;1951;2000;NA#;NA#;391620;33%
327;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1 - 50 - Deployment & set-up;Deployment & set-up;Deployment & set-up;72 900;96 957;1;50;55890;89910;NA#;33%
328;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 51 - 100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;136 825;181 977;51;100;119815;153835;NA#;33%
329;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 101 - 150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;179 350;238 535;101;150;162340;196360;NA#;33%
330;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 151 - 200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;221 875;295 094;151;200;204865;238885;NA#;33%
331;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 201 - 250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;264 400;351 652;201;250;247390;281410;NA#;33%
332;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 251 - 300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;306 925;408 210;251;300;289915;323935;NA#;33%
333;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 301 - 350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;349 450;464 768;301;350;332440;366460;NA#;33%
334;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 351 - 400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;391 975;521 327;351;400;374965;408985;NA#;33%
335;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 401 - 450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;477 300;634 809;401;450;460290;494310;NA#;33%
336;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 451 - 500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;519 825;691 367;451;500;502815;536835;NA#;33%
337;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 501 - 550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;562 350;747 926;501;550;545340;579360;NA#;33%
338;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 551 - 600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;604 875;804 484;551;600;587865;621885;NA#;33%
339;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 601 - 650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;647 400;861 042;601;650;630390;664410;NA#;33%
340;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 651 - 700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;689 925;917 600;651;700;672915;706935;NA#;33%
341;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 701 - 750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;732 450;974 159;701;750;715440;749460;NA#;33%
342;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 751 - 800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;774 975;1 030 717;751;800;757965;791985;NA#;33%
343;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 801 - 850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;817 500;1 087 275;801;850;800490;834510;NA#;33%
344;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 851 - 900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;860 025;1 143 833;851;900;843015;877035;NA#;33%
345;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 901 - 950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;902 550;1 200 392;901;950;885540;919560;NA#;33%
346;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 951 - 1000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;945 075;1 256 950;951;1000;928065;962085;NA#;33%
347;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1001 - 1050 - Deployment & set-up;Deployment & set-up;Deployment & set-up;987 600;1 313 508;1001;1050;970590;1004610;NA#;33%
348;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1051 - 1100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 030 125;1 370 066;1051;1100;1013115;1047135;NA#;33%
349;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1101 - 1150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 115 450;1 483 549;1101;1150;1098440;1132460;NA#;33%
350;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1151 - 1200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 157 975;1 540 107;1151;1200;1140965;1174985;NA#;33%
351;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1201 - 1250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 200 500;1 596 665;1201;1250;1183490;1217510;NA#;33%
352;NTT Accelerate Smart Solutions;Traffic – Vehicle of Interest;TVI;ALL;NTT Accelerate SMART;TVI - ASU Range 1251 - 1300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 243 025;1 653 223;1251;1300;1226015;1260035;NA#;33%
