ID;Domain;Solution;Solution Abb;UC;Catégory;Item;Cash Out Type;Cash In Type;Cash Out;Cash In;ASU Min;ASU MAX;Deploy Price MIN;Deploy Price MAX;Paas;Mark Up
112;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1351 - 1400 - PaaS;Opex;Recurring;224 272;298 282;1351;1400;NA#;NA#;224272;33%
113;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1401 - 1450 - PaaS;Opex;Recurring;234 116;311 374;1401;1450;NA#;NA#;234116;33%
114;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1451 - 1500 - PaaS;Opex;Recurring;236 470;314 505;1451;1500;NA#;NA#;236470;33%
115;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1501 - 1550 - PaaS;Opex;Recurring;246 314;327 598;1501;1550;NA#;NA#;246314;33%
116;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1551 - 1600 - PaaS;Opex;Recurring;248 668;330 728;1551;1600;NA#;NA#;248668;33%
117;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1601 - 1650 - PaaS;Opex;Recurring;258 512;343 821;1601;1650;NA#;NA#;258512;33%
118;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1651 - 1700 - PaaS;Opex;Recurring;260 866;346 952;1651;1700;NA#;NA#;260866;33%
119;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1701 - 1750 - PaaS;Opex;Recurring;270 710;360 044;1701;1750;NA#;NA#;270710;33%
120;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1751 - 1800 - PaaS;Opex;Recurring;273 064;363 175;1751;1800;NA#;NA#;273064;33%
121;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1801 - 1850 - PaaS;Opex;Recurring;282 908;376 268;1801;1850;NA#;NA#;282908;33%
122;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1851 - 1900 - PaaS;Opex;Recurring;285 262;379 398;1851;1900;NA#;NA#;285262;33%
123;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1901 - 1950 - PaaS;Opex;Recurring;295 106;392 491;1901;1950;NA#;NA#;295106;33%
124;NTT Accelerate Smart Solutions;Missing Person;MP;ALL;NTT Accelerate SMART;MP - ASU Range 1951 - 2000 - PaaS;Opex;Recurring;297 460;395 622;1951;2000;NA#;NA#;297460;33%
125;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 3 - 50 - Deployment & set-up;Deployment & set-up;Deployment & set-up;48 600;64 638;3;50;37260;59940;NA#;33%
126;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 51 - 100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;98 350;130 805;51;100;87009,99998;109690;NA#;33%
127;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 101 - 150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;126 700;168 511;101;150;115360;138040;NA#;33%
128;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 151 - 200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;155 050;206 216;151;200;143710;166390;NA#;33%
129;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 201 - 250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;183 400;243 922;201;250;172060;194740;NA#;33%
130;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 251 - 300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;211 750;281 627;251;300;200410;223090;NA#;33%
131;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 301 - 350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;240 100;319 333;301;350;228760;251440;NA#;33%
132;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 351 - 400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;268 450;357 038;351;400;257110;279790;NA#;33%
133;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 401 - 450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;339 600;451 668;401;450;328260;350940;NA#;33%
134;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 451 - 500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;367 950;489 374;451;500;356610;379290;NA#;33%
135;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 501 - 550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;396 300;527 079;501;550;384960;407640;NA#;33%
136;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 551 - 600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;424 650;564 785;551;600;413310;435990;NA#;33%
137;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 601 - 650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;453 000;602 490;601;650;441660;464340;NA#;33%
138;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 651 - 700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;481 350;640 196;651;700;470010;492690;NA#;33%
139;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 701 - 750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;509 700;677 901;701;750;498360;521040;NA#;33%
140;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 751 - 800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;538 050;715 607;751;800;526710;549390;NA#;33%
141;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 801 - 850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;566 400;753 312;801;850;555060;577740;NA#;33%
142;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 851 - 900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;594 750;791 018;851;900;583410;606090;NA#;33%
143;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 901 - 950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;623 100;828 723;901;950;611760;634440;NA#;33%
144;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 951 - 1000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;651 450;866 429;951;1000;640110;662790;NA#;33%
145;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1001 - 1050 - Deployment & set-up;Deployment & set-up;Deployment & set-up;679 800;904 134;1001;1050;668460;691140;NA#;33%
146;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1051 - 1100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;708 150;941 840;1051;1100;696810;719490;NA#;33%
147;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1101 - 1150 - Deployment & set-up;Deployment & set-up;Deployment & set-up;779 300;1 036 469;1101;1150;767960;790640;NA#;33%
148;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1151 - 1200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;807 650;1 074 175;1151;1200;796310;818990;NA#;33%
149;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1201 - 1250 - Deployment & set-up;Deployment & set-up;Deployment & set-up;836 000;1 111 880;1201;1250;824660;847340;NA#;33%
150;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1251 - 1300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;864 350;1 149 586;1251;1300;853010;875690;NA#;33%
151;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1301 - 1350 - Deployment & set-up;Deployment & set-up;Deployment & set-up;892 700;1 187 291;1301;1350;881360;904040;NA#;33%
152;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1351 - 1400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;921 050;1 224 997;1351;1400;909710;932390;NA#;33%
153;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1401 - 1450 - Deployment & set-up;Deployment & set-up;Deployment & set-up;949 400;1 262 702;1401;1450;938060;960740;NA#;33%
154;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1451 - 1500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;977 750;1 300 408;1451;1500;966410;989090;NA#;33%
155;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1501 - 1550 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 006 100;1 338 113;1501;1550;994760;1017440;NA#;33%
156;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1551 - 1600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 034 450;1 375 819;1551;1600;1023110;1045790;NA#;33%
157;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1601 - 1650 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 062 800;1 413 524;1601;1650;1051460;1074140;NA#;33%
158;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1651 - 1700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 091 150;1 451 230;1651;1700;1079810;1102490;NA#;33%
159;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1701 - 1750 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 119 500;1 488 935;1701;1750;1108160;1130840;NA#;33%
160;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1751 - 1800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 147 850;1 526 641;1751;1800;1136510;1159190;NA#;33%
161;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1801 - 1850 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 176 200;1 564 346;1801;1850;1164860;1187540;NA#;33%
162;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1851 - 1900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 204 550;1 602 052;1851;1900;1193210;1215890;NA#;33%
163;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1901 - 1950 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 232 900;1 639 757;1901;1950;1221560;1244240;NA#;33%
164;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1951 - 2000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 261 250;1 677 463;1951;2000;1249910;1272590;NA#;33%
165;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 3 - 50 - PaaS;Opex;Recurring;12 198;16 223;3;50;NA#;NA#;12198;33%
166;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 51 - 100 - PaaS;Opex;Recurring;29 746;39 562;51;100;NA#;NA#;29745,99998;33%
167;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 101 - 150 - PaaS;Opex;Recurring;41 944;55 786;101;150;NA#;NA#;41943,99998;33%
168;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 151 - 200 - PaaS;Opex;Recurring;46 652;62 047;151;200;NA#;NA#;46652,00003;33%
169;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 201 - 250 - PaaS;Opex;Recurring;58 850;78 271;201;250;NA#;NA#;58850,00003;33%
170;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 251 - 300 - PaaS;Opex;Recurring;63 558;84 532;251;300;NA#;NA#;63558;33%
171;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 301 - 350 - PaaS;Opex;Recurring;75 756;100 755;301;350;NA#;NA#;75756;33%
172;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 351 - 400 - PaaS;Opex;Recurring;80 464;107 017;351;400;NA#;NA#;80463,99998;33%
173;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 401 - 450 - PaaS;Opex;Recurring;122 622;163 087;401;450;NA#;NA#;122622;33%
174;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 451 - 500 - PaaS;Opex;Recurring;127 330;169 349;451;500;NA#;NA#;127330;33%
175;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 501 - 550 - PaaS;Opex;Recurring;139 528;185 572;501;550;NA#;NA#;139528;33%
176;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 551 - 600 - PaaS;Opex;Recurring;144 236;191 834;551;600;NA#;NA#;144236;33%
177;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 601 - 650 - PaaS;Opex;Recurring;156 434;208 057;601;650;NA#;NA#;156434;33%
178;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 651 - 700 - PaaS;Opex;Recurring;161 142;214 319;651;700;NA#;NA#;161142;33%
179;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 701 - 750 - PaaS;Opex;Recurring;173 340;230 542;701;750;NA#;NA#;173340;33%
180;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 751 - 800 - PaaS;Opex;Recurring;178 048;236 804;751;800;NA#;NA#;178048;33%
181;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 801 - 850 - PaaS;Opex;Recurring;190 246;253 027;801;850;NA#;NA#;190246;33%
182;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 851 - 900 - PaaS;Opex;Recurring;194 954;259 289;851;900;NA#;NA#;194954;33%
183;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 901 - 950 - PaaS;Opex;Recurring;207 152;275 512;901;950;NA#;NA#;207152;33%
184;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 951 - 1000 - PaaS;Opex;Recurring;211 860;281 774;951;1000;NA#;NA#;211860;33%
185;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1001 - 1050 - PaaS;Opex;Recurring;224 058;297 997;1001;1050;NA#;NA#;224058;33%
186;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1051 - 1100 - PaaS;Opex;Recurring;228 766;304 259;1051;1100;NA#;NA#;228766;33%
187;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1101 - 1150 - PaaS;Opex;Recurring;251 664;334 713;1101;1150;NA#;NA#;251664;33%
188;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1151 - 1200 - PaaS;Opex;Recurring;256 372;340 975;1151;1200;NA#;NA#;256372;33%
189;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1201 - 1250 - PaaS;Opex;Recurring;268 570;357 198;1201;1250;NA#;NA#;268570;33%
190;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1251 - 1300 - PaaS;Opex;Recurring;273 278;363 460;1251;1300;NA#;NA#;273278;33%
191;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1301 - 1350 - PaaS;Opex;Recurring;285 476;379 683;1301;1350;NA#;NA#;285476;33%
192;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1351 - 1400 - PaaS;Opex;Recurring;290 184;385 945;1351;1400;NA#;NA#;290184;33%
193;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1401 - 1450 - PaaS;Opex;Recurring;302 382;402 168;1401;1450;NA#;NA#;302382;33%
194;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1451 - 1500 - PaaS;Opex;Recurring;307 090;408 430;1451;1500;NA#;NA#;307090;33%
195;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1501 - 1550 - PaaS;Opex;Recurring;319 288;424 653;1501;1550;NA#;NA#;319288;33%
196;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1551 - 1600 - PaaS;Opex;Recurring;323 996;430 915;1551;1600;NA#;NA#;323996;33%
197;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1601 - 1650 - PaaS;Opex;Recurring;336 194;447 138;1601;1650;NA#;NA#;336194;33%
198;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1651 - 1700 - PaaS;Opex;Recurring;340 902;453 400;1651;1700;NA#;NA#;340902;33%
199;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1701 - 1750 - PaaS;Opex;Recurring;353 100;469 623;1701;1750;NA#;NA#;353100;33%
200;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1751 - 1800 - PaaS;Opex;Recurring;357 808;475 885;1751;1800;NA#;NA#;357808;33%
201;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1801 - 1850 - PaaS;Opex;Recurring;370 006;492 108;1801;1850;NA#;NA#;370006;33%
202;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1851 - 1900 - PaaS;Opex;Recurring;374 714;498 370;1851;1900;NA#;NA#;374714;33%
203;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1901 - 1950 - PaaS;Opex;Recurring;386 912;514 593;1901;1950;NA#;NA#;386912;33%
204;NTT Accelerate Smart Solutions;Wrong Direction;WWD;ALL;NTT Accelerate SMART;WWD - ASU Range 1951 - 2000 - PaaS;Opex;Recurring;391 620;520 855;1951;2000;NA#;NA#;391620;33%
205;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1 - 50 - Deployment & set-up;Deployment & set-up;Deployment & set-up;72 900;96 957;1;50;55890;89910;NA#;33%
206;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 51 - 100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;136 825;181 977;51;100;119815;153835;NA#;33%
207;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 101 - 200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;200 612;266 815;101;200;162340;238885;NA#;33%
208;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 201 - 300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;285 662;379 931;201;300;247390;323935;NA#;33%
209;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 301 - 400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;370 712;493 048;301;400;332440;408985;NA#;33%
210;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 401 - 500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;498 563;663 088;401;500;460290;536835;NA#;33%
211;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 501 - 600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;583 613;776 205;501;600;545340;621885;NA#;33%
212;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 601 - 700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;668 663;889 321;601;700;630390;706935;NA#;33%
213;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 701 - 800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;753 713;1 002 438;701;800;715440;791985;NA#;33%
214;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 801 - 900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;838 763;1 115 554;801;900;800490;877035;NA#;33%
215;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 901 - 1000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;923 813;1 228 671;901;1000;885540;962085;NA#;33%
216;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1001 - 1100 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 008 863;1 341 787;1001;1100;970590;1047135;NA#;33%
217;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1101 - 1200 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 136 713;1 511 828;1101;1200;1098440;1174985;NA#;33%
218;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1201 - 1300 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 221 763;1 624 944;1201;1300;1183490;1260035;NA#;33%
219;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1301 - 1400 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 306 813;1 738 061;1301;1400;1268540;1345085;NA#;33%
220;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1401 - 1500 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 391 863;1 851 177;1401;1500;1353590;1430135;NA#;33%
221;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1501 - 1600 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 476 913;1 964 294;1501;1600;1438640;1515185;NA#;33%
222;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1601 - 1700 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 561 963;2 077 410;1601;1700;1523690;1600235;NA#;33%
223;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1701 - 1800 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 647 013;2 190 527;1701;1800;1608740;1685285;NA#;33%
224;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1801 - 1900 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 732 063;2 303 643;1801;1900;1693790;1770335;NA#;33%
225;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1901 - 2000 - Deployment & set-up;Deployment & set-up;Deployment & set-up;1 817 113;2 416 760;1901;2000;1778840;1855385;NA#;33%
226;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 1 - 50 - PaaS;Opex;Recurring;12 198;16 223;1;50;NA#;NA#;12198;33%
227;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 51 - 100 - PaaS;Opex;Recurring;25 038;33 301;51;100;NA#;NA#;25038;33%
228;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 101 - 200 - PaaS;Opex;Recurring;29 746;39 562;101;200;NA#;NA#;29745,99998;33%
229;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 201 - 300 - PaaS;Opex;Recurring;41 944;55 786;201;300;NA#;NA#;41943,99998;33%
230;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 301 - 400 - PaaS;Opex;Recurring;46 652;62 047;301;400;NA#;NA#;46652,00003;33%
231;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 401 - 500 - PaaS;Opex;Recurring;88 810;118 117;401;500;NA#;NA#;88809,99998;33%
232;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 501 - 600 - PaaS;Opex;Recurring;93 518;124 379;501;600;NA#;NA#;93518,00003;33%
233;NTT Accelerate Smart Solutions;Traffic – Vehicle Count;TVC;ALL;NTT Accelerate SMART;TVC - ASU Range 601 - 700 - PaaS;Opex;Recurring;105 716;140 602;601;700;NA#;NA#;105716;33%
