;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;;2;;;
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10;Filtering Area;;;;
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);UC;Use Case Name;UC Venue;Customer;Benefits Category
1574;Boundary Compliance-Retail / Malls / Small shops-7.4-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.4;BC - Retail / Malls / Small shops - Customer - UC Revenues (New);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (New)
1575;Boundary Compliance-Retail / Malls / Small shops-7.4-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.4;BC - Retail / Malls / Small shops - Customer - UC Revenues (New);Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (New)
1576;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #1;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #1;Restauration of Business activity and resulting Revenues ;Current Total revenue stream in premises each month;BC-I.1.1;NA#;NA#;NA#;NA#;5%;20%;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1577;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #2;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #2;Enhanced Tax revenues from growing activity;Current total taxes by stakeholders in premises each month;BC-I.1.2;NA#;NA#;NA#;NA#;5%;20%;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1578;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #3;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1579;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #4;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1580;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #5;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1581;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #6;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1582;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #7;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1583;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #8;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1584;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1585;Boundary Compliance-Retail / Malls / Small shops-7.5-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.5;BC - Retail / Malls / Small shops - Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;NA#;;;;;;;;;;;;;;;;;;;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;UC Revenues (Existing)
1586;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #1;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #1;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1587;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #2;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1588;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #3;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1589;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #4;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1590;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #5;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1591;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #6;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1592;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #7;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1593;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #8;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1594;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1595;Boundary Compliance-Retail / Malls / Small shops-7.6-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.6;BC - Retail / Malls / Small shops - Customer - Cash Releasing Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Cash Releasing Benefits
1596;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #1;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #1;Reduction of Cost of Mortalities due to Covid;# of mortalities due to Covid;BC-I.2.1;-5%;-20%;0%;0%;;;NA#;NA#; $9 200 000,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1597;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #2;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1598;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #3;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1599;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #4;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1600;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #5;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1601;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #6;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1602;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #7;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1603;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #8;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1604;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1605;Boundary Compliance-Retail / Malls / Small shops-7.7-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.7;BC - Retail / Malls / Small shops - Customer - Wider Cash Benefits;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Wider Cash Benefits
1606;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #1;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1607;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #2;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1608;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #3;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1609;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #4;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1610;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #5;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1611;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #6;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1612;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #7;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1613;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #8;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1614;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1615;Boundary Compliance-Retail / Malls / Small shops-7.8-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.8;BC - Retail / Malls / Small shops - Customer - Quantifiable, non monetizable benefits;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Quantifiable, non monetizable benefits
1616;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #1;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #1;Improved sense of security;Rate on a scale from 1-low to 10-high;BC-I.3.1;NA#;NA#;NA#;NA#;;;8;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1617;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #2;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #2;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;BC-I.3.2;NA#;NA#;NA#;NA#;;;4;40%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1618;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #3;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #3;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1619;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #4;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #4;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1620;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #5;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #5;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1621;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #6;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #6;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1622;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #7;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #7;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1623;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #8;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #8;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1624;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #9;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #9;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
1625;Boundary Compliance-Retail / Malls / Small shops-7.9-Item #10;Boundary Compliance;Retail / Malls / Small shops;7.;BC - Retail / Malls / Small shops - Customer;7.9;BC - Retail / Malls / Small shops - Customer - Non quantifiable benefits;Item #10;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;BC;Boundary Compliance;Retail / Malls / Small shops;Customer;Non quantifiable benefits
