;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($)
416;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #1;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;O&N-Event, Cultural & Sports Facilities-VI.3.1;NA#;NA#;NA#;NA#;;;6;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
417;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #2;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #2;Improved sense of security;Rate on a scale from 1-low to 10-high;O&N-Event, Cultural & Sports Facilities-VI.3.2;NA#;NA#;NA#;NA#;;;4;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
418;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #3;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #3;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
419;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #4;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #4;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
420;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #5;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #5;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
421;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #6;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #6;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
422;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #7;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #7;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
423;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #8;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #8;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
424;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #9;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #9;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
425;Occupancy and Notification-Event, Cultural & Sports Facilities-7.9-Item #10;Occupancy and Notification;Event, Cultural & Sports Facilities;7.;O&N - Event, Cultural & Sports Facilities- Customer;7,9;O&N - Event, Cultural & Sports Facilities- Customer - Non quantifiable  benefits ;Item #10;;;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
426;Missing Person-Retail / Malls / Small shops-7.4-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #1;Revenues from selling real time data to third parties;# of Giga Bites of data sold to third parties per month;MP-Retail / Malls / Small shops-I.1.1;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;$3;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
427;Missing Person-Retail / Malls / Small shops-7.4-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
428;Missing Person-Retail / Malls / Small shops-7.4-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
429;Missing Person-Retail / Malls / Small shops-7.4-Item #4;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
430;Missing Person-Retail / Malls / Small shops-7.4-Item #5;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
431;Missing Person-Retail / Malls / Small shops-7.4-Item #6;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
432;Missing Person-Retail / Malls / Small shops-7.4-Item #7;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
433;Missing Person-Retail / Malls / Small shops-7.4-Item #8;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
434;Missing Person-Retail / Malls / Small shops-7.4-Item #9;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
435;Missing Person-Retail / Malls / Small shops-7.4-Item #10;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,4;MP - Retail / Malls / Small shops- Customer - UC Revenues (New) ;Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
436;Missing Person-Retail / Malls / Small shops-7.5-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #1;Developing revenues thanks to customer profiling profiling / Smart CRM;Current Total revenue stream in premises each month;MP-Retail / Malls / Small shops-I.1.2;NA#;NA#;NA#;NA#;11%;11%;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
437;Missing Person-Retail / Malls / Small shops-7.5-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
438;Missing Person-Retail / Malls / Small shops-7.5-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
439;Missing Person-Retail / Malls / Small shops-7.5-Item #4;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
440;Missing Person-Retail / Malls / Small shops-7.5-Item #5;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
441;Missing Person-Retail / Malls / Small shops-7.5-Item #6;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
442;Missing Person-Retail / Malls / Small shops-7.5-Item #7;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
443;Missing Person-Retail / Malls / Small shops-7.5-Item #8;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
444;Missing Person-Retail / Malls / Small shops-7.5-Item #9;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
445;Missing Person-Retail / Malls / Small shops-7.5-Item #10;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,5;MP - Retail / Malls / Small shops- Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;NA#;;;;;;;;;;;;;;;;;;
446;Missing Person-Retail / Malls / Small shops-7.6-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #1;Reduced inventory shrinkage;Current Total revenue in premises each month;MP-Retail / Malls / Small shops-I.2.1;0%;0%;-1%;-1%;;;NA#;NA#; $22 340 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
447;Missing Person-Retail / Malls / Small shops-7.6-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #2;Reduction of # of required video monitoring security staff;Current # of security staff performing video monitoring;MP-Retail / Malls / Small shops-I.2.2;0%;0%;-20%;-50%;;;NA#;NA#; $2 353 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
448;Missing Person-Retail / Malls / Small shops-7.6-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
449;Missing Person-Retail / Malls / Small shops-7.6-Item #4;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
450;Missing Person-Retail / Malls / Small shops-7.6-Item #5;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
451;Missing Person-Retail / Malls / Small shops-7.6-Item #6;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
452;Missing Person-Retail / Malls / Small shops-7.6-Item #7;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
453;Missing Person-Retail / Malls / Small shops-7.6-Item #8;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
454;Missing Person-Retail / Malls / Small shops-7.6-Item #9;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
455;Missing Person-Retail / Malls / Small shops-7.6-Item #10;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,6;MP - Retail / Malls / Small shops- Customer - Cash Releasing Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
456;Missing Person-Retail / Malls / Small shops-7.7-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #1;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
457;Missing Person-Retail / Malls / Small shops-7.7-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
458;Missing Person-Retail / Malls / Small shops-7.7-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
459;Missing Person-Retail / Malls / Small shops-7.7-Item #4;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
460;Missing Person-Retail / Malls / Small shops-7.7-Item #5;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
461;Missing Person-Retail / Malls / Small shops-7.7-Item #6;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
462;Missing Person-Retail / Malls / Small shops-7.7-Item #7;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
463;Missing Person-Retail / Malls / Small shops-7.7-Item #8;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
464;Missing Person-Retail / Malls / Small shops-7.7-Item #9;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
465;Missing Person-Retail / Malls / Small shops-7.7-Item #10;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,7;MP - Retail / Malls / Small shops- Customer - Wider Cash Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
466;Missing Person-Retail / Malls / Small shops-7.8-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
467;Missing Person-Retail / Malls / Small shops-7.8-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
468;Missing Person-Retail / Malls / Small shops-7.8-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
469;Missing Person-Retail / Malls / Small shops-7.8-Item #4;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
470;Missing Person-Retail / Malls / Small shops-7.8-Item #5;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
471;Missing Person-Retail / Malls / Small shops-7.8-Item #6;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
472;Missing Person-Retail / Malls / Small shops-7.8-Item #7;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
473;Missing Person-Retail / Malls / Small shops-7.8-Item #8;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
474;Missing Person-Retail / Malls / Small shops-7.8-Item #9;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
475;Missing Person-Retail / Malls / Small shops-7.8-Item #10;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,8;MP - Retail / Malls / Small shops- Customer - Quantifiable, non-monetizable benefits ;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
476;Missing Person-Retail / Malls / Small shops-7.9-Item #1;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,9;MP - Retail / Malls / Small shops- Customer - Non quantifiable  benefits ;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;MP-Retail / Malls / Small shops-I.3.1;NA#;NA#;NA#;NA#;;;9;80%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
477;Missing Person-Retail / Malls / Small shops-7.9-Item #2;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,9;MP - Retail / Malls / Small shops- Customer - Non quantifiable  benefits ;Item #2;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
478;Missing Person-Retail / Malls / Small shops-7.9-Item #3;Missing Person;Retail / Malls / Small shops;7.;MP - Retail / Malls / Small shops- Customer;7,9;MP - Retail / Malls / Small shops- Customer - Non quantifiable  benefits ;Item #3;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
