;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
ID;;Use Case;;Section;;Sub-Section;;Item;;;;;Quantifiable impact;;;;;Non quantifiable impact;;Zone 1 (USA);Zone 1 (USA);Zone 2;Zone 2;Zone 3;Zone 3;Zone 4;Zone 4;Zone 5;Zone 5;Zone 6;Zone 6;Zone 7;Zone 7;Zone 8;Zone 8;Zone 9;Zone 9;Zone 10;Zone 10
#;Item ID;Use Case Name;Use Case Venue;ID;Name;ID;Name;Item #;Benefits Item;Reference Unit;Comments;Impact min on Baseline Units Consumption (+/- %);Impact max on Baseline Units Consumption (+/- %);Impact min on Baseline $ Cost / Unit (+/- %);Impact max on Baseline $ Cost / Unit (+/- %);Impact min on existing revenues (%);Impact max on existing revenues (%);Impact (rating 1-10);Probability (0-100%);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($);Baseline Cost per Unit (Monthly);Price per Unit (Monthly, ($)
1094;Traffic – Origination and Destination-Public Areas/Plazas-7.4-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,4;O-D - Public Areas/Plazas- Customer - UC Revenues (New) ;Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1095;Traffic – Origination and Destination-Public Areas/Plazas-7.4-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,4;O-D - Public Areas/Plazas- Customer - UC Revenues (New) ;Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1096;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #1;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #1;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1097;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #2;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1098;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #3;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1099;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #4;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1100;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #5;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1101;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #6;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1102;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #7;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1103;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #8;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1104;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1105;Traffic – Origination and Destination-Public Areas/Plazas-7.5-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,5;O-D - Public Areas/Plazas- Customer - UC Revenues (Existing);Item #10;;;;;;;;;;;;;NA#;;;;;;;;;;;;;;;;;;
1106;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #1;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #1;Increased efficiency of Traffic Enforcement officers;# of Traffic Enforcement officers;O-D-Public Roads-I.2.1;-5%;-5%;0%;0%;;;NA#;NA#; $3 700,00 ;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1107;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #2;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1108;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #3;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1109;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #4;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1110;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #5;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1111;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #6;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1112;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #7;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1113;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #8;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1114;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1115;Traffic – Origination and Destination-Public Areas/Plazas-7.6-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,6;O-D - Public Areas/Plazas- Customer - Cash Releasing Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1116;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #1;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #1;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1117;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #2;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #2;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1118;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #3;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #3;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1119;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #4;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #4;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1120;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #5;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #5;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1121;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #6;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #6;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1122;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #7;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #7;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1123;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #8;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #8;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1124;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #9;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1125;Traffic – Origination and Destination-Public Areas/Plazas-7.7-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,7;O-D - Public Areas/Plazas- Customer - Wider Cash Benefits ;Item #10;;;;;;;;;;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#
1126;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #1;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #1;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1127;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #2;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #2;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1128;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #3;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #3;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1129;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #4;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #4;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1130;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #5;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #5;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1131;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #6;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #6;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1132;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #7;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #7;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1133;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #8;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #8;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1134;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #9;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1135;Traffic – Origination and Destination-Public Areas/Plazas-7.8-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,8;O-D - Public Areas/Plazas- Customer - Quantifiable, non-monetizable benefits ;Item #10;;;;;;NA#;NA#;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1136;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #1;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #1;Enhanced user satisfaction and experience;Rate on a scale from 1-low to 10-high;O-D-Public Roads-I.3.1;NA#;NA#;NA#;NA#;;;6;60%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1137;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #2;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #2;Improved sense of security;Rate on a scale from 1-low to 10-high;O-D-Public Roads-I.3.2;NA#;NA#;NA#;NA#;;;4;40%;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1138;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #3;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #3;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1139;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #4;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #4;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1140;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #5;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #5;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1141;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #6;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #6;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1142;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #7;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #7;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1143;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #8;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #8;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1144;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #9;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #9;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1145;Traffic – Origination and Destination-Public Areas/Plazas-7.9-Item #10;Traffic – Origination and Destination;Public Areas/Plazas;7.;O-D - Public Areas/Plazas- Customer;7,9;O-D - Public Areas/Plazas- Customer - Non quantifiable  benefits ;Item #10;;Likert scale;;NA#;NA#;NA#;NA#;;;;;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#;NA#
1146;Health Check – Thermal Scan-Airports-7.4-Item #1;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #1;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1147;Health Check – Thermal Scan-Airports-7.4-Item #2;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #2;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1148;Health Check – Thermal Scan-Airports-7.4-Item #3;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #3;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1149;Health Check – Thermal Scan-Airports-7.4-Item #4;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #4;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1150;Health Check – Thermal Scan-Airports-7.4-Item #5;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #5;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1151;Health Check – Thermal Scan-Airports-7.4-Item #6;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #6;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1152;Health Check – Thermal Scan-Airports-7.4-Item #7;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #7;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1153;Health Check – Thermal Scan-Airports-7.4-Item #8;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #8;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1154;Health Check – Thermal Scan-Airports-7.4-Item #9;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #9;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1155;Health Check – Thermal Scan-Airports-7.4-Item #10;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,4;HCTS - Airports- Customer - UC Revenues (New) ;Item #10;;;;NA#;NA#;NA#;NA#;;;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1156;Health Check – Thermal Scan-Airports-7.5-Item #1;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,5;HCTS - Airports- Customer - UC Revenues (Existing);Item #1;Restauration of Business activity and resulting Revenues ;Current Total revenue stream in premises each month;HCTS-I.1.1;NA#;NA#;NA#;NA#;5%;20%;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
1157;Health Check – Thermal Scan-Airports-7.5-Item #2;Health Check – Thermal Scan;Airports;7.;HCTS - Airports- Customer;7,5;HCTS - Airports- Customer - UC Revenues (Existing);Item #2;Enhanced Tax revenues from growing activity;Current total taxes by stakeholders in premises each month;HCTS-I.1.2;NA#;NA#;NA#;NA#;5%;20%;NA#;NA#;NA#;NA#;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;;NA#;
